# PB-020 exact initial gosec candidate inventory and disposition ledger
# Command: gosec -conf .gosec.json -severity medium -confidence medium ./...
# Initial complete compatible scan: 955 files; 312,028 lines; 0 nosec recognized; 320 issues (50 High, 270 Medium).
# Rule totals: G110=1; G115=38; G201=5; G202=11; G204=72; G301=25; G302=11; G304=131; G305=1; G306=13; G402=7; G404=5.
# Every row below is one initial scanner candidate. Line values preserve the scanner's original location/range.
id	rule	severity	confidence	file	line	production_reachability	exploitability	disposition	security_rationale
PB020-037	G115	HIGH	MEDIUM	features/controller/transport/config_handler.go	189	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Conversion is lossless under the documented local bound or intentionally preserves wire-format bits; finding-local rationale applies.
PB020-038	G115	HIGH	MEDIUM	features/controller/health/collector.go	292	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Conversion is lossless under the documented local bound or intentionally preserves wire-format bits; finding-local rationale applies.
PB020-039	G404	HIGH	MEDIUM	pkg/controlplane/providers/grpc/backoff.go	76	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	PRNG output controls retry/heartbeat jitter or diagnostic log sampling only, never credentials or access decisions.
PB020-040	G404	HIGH	MEDIUM	features/steward/registration/client_http.go	282	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	PRNG output controls retry/heartbeat jitter or diagnostic log sampling only, never credentials or access decisions.
PB020-041	G404	HIGH	MEDIUM	features/steward/client/client_transport.go	2402	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	PRNG output controls retry/heartbeat jitter or diagnostic log sampling only, never credentials or access decisions.
PB020-042	G404	HIGH	MEDIUM	features/steward/client/client_transport.go	499	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	PRNG output controls retry/heartbeat jitter or diagnostic log sampling only, never credentials or access decisions.
PB020-043	G404	HIGH	MEDIUM	features/rbac/authdefense/defense.go	226	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	PRNG output controls retry/heartbeat jitter or diagnostic log sampling only, never credentials or access decisions.
PB020-044	G402	HIGH	HIGH	pkg/cert/tls.go	191-196	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	TLS 1.2+ is enforced; certificate bypass is limited to explicit liveness/CLI insecure modes and does not alter secure defaults.
PB020-045	G402	HIGH	HIGH	pkg/cert/tls.go	167-169	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	TLS 1.2+ is enforced; certificate bypass is limited to explicit liveness/CLI insecure modes and does not alter secure defaults.
PB020-046	G402	HIGH	HIGH	pkg/cert/tls.go	161-164	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	TLS 1.2+ is enforced; certificate bypass is limited to explicit liveness/CLI insecure modes and does not alter secure defaults.
PB020-047	G402	HIGH	HIGH	pkg/cert/tls.go	118-121	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	TLS 1.2+ is enforced; certificate bypass is limited to explicit liveness/CLI insecure modes and does not alter secure defaults.
PB020-048	G402	HIGH	HIGH	pkg/cert/tls.go	84-87	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	TLS 1.2+ is enforced; certificate bypass is limited to explicit liveness/CLI insecure modes and does not alter secure defaults.
PB020-049	G402	HIGH	HIGH	pkg/cert/tls.go	179	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	TLS 1.2+ is enforced; certificate bypass is limited to explicit liveness/CLI insecure modes and does not alter secure defaults.
PB020-050	G402	HIGH	HIGH	cmd/cfg/cmd/api_client.go	111	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	TLS 1.2+ is enforced; certificate bypass is limited to explicit liveness/CLI insecure modes and does not alter secure defaults.
PB020-051	G204	MEDIUM	HIGH	test/integration/transport/module_helpers.go	291	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-052	G204	MEDIUM	HIGH	test/integration/transport/module_helpers.go	265	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-053	G204	MEDIUM	HIGH	test/integration/standalone/docker_helper.go	95	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-054	G204	MEDIUM	HIGH	test/integration/controller/docker_helper.go	198	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-055	G204	MEDIUM	HIGH	features/workflow/runtime/runtime.go	81	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-056	G204	MEDIUM	HIGH	features/terminal/shell/windows.go	87	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-057	G204	MEDIUM	HIGH	features/terminal/shell/unix.go	72	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-058	G204	MEDIUM	HIGH	features/steward/modules/runtime/runtime.go	108	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-059	G204	MEDIUM	HIGH	features/modules/stdlib/user/executor_linux.go	114	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-060	G204	MEDIUM	HIGH	features/modules/stdlib/script/executor_unix.go	165	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-061	G204	MEDIUM	HIGH	features/modules/stdlib/script/executor.go	395	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-062	G204	MEDIUM	HIGH	features/modules/stdlib/script/executor.go	387	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-063	G204	MEDIUM	HIGH	features/modules/stdlib/script/executor.go	379	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-064	G204	MEDIUM	HIGH	features/modules/stdlib/script/executor.go	367	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-065	G204	MEDIUM	HIGH	features/modules/stdlib/script/executor.go	359	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-066	G204	MEDIUM	HIGH	features/modules/stdlib/script/executor.go	351	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-067	G204	MEDIUM	HIGH	features/modules/stdlib/script/executor.go	319	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-068	G204	MEDIUM	HIGH	features/modules/stdlib/script/executor.go	311	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-069	G204	MEDIUM	HIGH	features/modules/stdlib/script/executor.go	293	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-070	G204	MEDIUM	HIGH	features/modules/stdlib/script/executor.go	283	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-071	G204	MEDIUM	HIGH	features/modules/stdlib/patch/module.go	379	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-072	G204	MEDIUM	HIGH	features/modules/stdlib/patch/module.go	377	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-073	G204	MEDIUM	HIGH	features/modules/stdlib/package/windows.go	350	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-074	G204	MEDIUM	HIGH	features/modules/stdlib/package/windows.go	340	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-075	G204	MEDIUM	HIGH	features/modules/stdlib/package/windows.go	318	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-076	G204	MEDIUM	HIGH	features/modules/stdlib/package/windows.go	259	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-077	G204	MEDIUM	HIGH	features/modules/stdlib/package/windows.go	249	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-078	G204	MEDIUM	HIGH	features/modules/stdlib/package/factory.go	89	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-079	G204	MEDIUM	HIGH	features/modules/stdlib/firewall/executor_linux.go	104	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-080	G204	MEDIUM	HIGH	features/modules/stdlib/firewall/executor_linux.go	87	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-081	G204	MEDIUM	HIGH	features/controller/modules/sources/git/resolver.go	172	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-082	G204	MEDIUM	HIGH	features/config/git/module_repository.go	352	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-083	G204	MEDIUM	HIGH	features/config/git/hooks.go	109	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-084	G204	MEDIUM	HIGH	features/config/git/hooks.go	92	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-085	G204	MEDIUM	HIGH	cmd/steward/service/manager_linux.go	161	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-086	G204	MEDIUM	HIGH	test/integration/transport/module_helpers.go	429	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-087	G204	MEDIUM	HIGH	test/integration/transport/module_helpers.go	405	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-088	G204	MEDIUM	HIGH	test/integration/standalone/docker_helper.go	102	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-089	G204	MEDIUM	HIGH	test/integration/standalone/docker_helper.go	76-80	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-090	G204	MEDIUM	HIGH	test/integration/standalone/docker_helper.go	58-62	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-091	G204	MEDIUM	HIGH	test/integration/standalone/docker_helper.go	45-49	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-092	G204	MEDIUM	HIGH	test/integration/standalone/docker_helper.go	31-35	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-093	G204	MEDIUM	HIGH	test/integration/ha/docker_helper.go	259-263	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-094	G204	MEDIUM	HIGH	test/integration/ha/docker_helper.go	243-247	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-095	G204	MEDIUM	HIGH	test/integration/ha/docker_helper.go	227-231	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-096	G204	MEDIUM	HIGH	test/integration/ha/docker_helper.go	211-215	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-097	G204	MEDIUM	HIGH	test/integration/ha/docker_helper.go	133-137	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-098	G204	MEDIUM	HIGH	test/integration/ha/docker_helper.go	117-121	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-099	G204	MEDIUM	HIGH	test/integration/ha/docker_helper.go	99-105	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-100	G204	MEDIUM	HIGH	test/integration/ha/docker_helper.go	80-86	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-101	G204	MEDIUM	HIGH	test/integration/ha/docker_helper.go	65-71	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-102	G204	MEDIUM	HIGH	test/integration/ha/docker_helper.go	41-47	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-103	G204	MEDIUM	HIGH	test/integration/controller/docker_helper.go	147-150	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-104	G204	MEDIUM	HIGH	test/integration/controller/docker_helper.go	120-122	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-105	G204	MEDIUM	HIGH	test/integration/controller/docker_helper.go	91-98	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-106	G204	MEDIUM	HIGH	test/integration/controller/docker_helper.go	77-83	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-107	G204	MEDIUM	HIGH	pkg/secrets/providers/oskeychain/provider_linux.go	105	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-108	G204	MEDIUM	HIGH	pkg/secrets/providers/oskeychain/provider_linux.go	90	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-109	G204	MEDIUM	HIGH	pkg/secrets/providers/oskeychain/provider_linux.go	78-79	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-110	G204	MEDIUM	HIGH	features/steward/dna/hardware_linux.go	584	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-111	G204	MEDIUM	HIGH	features/steward/dna/hardware_linux.go	124	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
